,character,dialogue,neg,pos,neu,compound,tokens,words
144,THREEPIO,"Artoo, you take good care of Master Luke now, understand?  And...do take care of yourself. Oh, dear, oh, dear.",0.0,0.509,0.491,0.926,"['artoo', 'you', 'take', 'good', 'care', 'of', 'master', 'luke', 'now', 'understand', 'and', 'do', 'take', 'care', 'of', 'yourself', 'oh', 'dear', 'oh', 'dear']",0.15267175572519084
145,LUKE,"Rouge Two, are you all right?",0.0,0.0,1.0,0.0,"['rouge', 'two', 'are', 'you', 'all', 'right']",0.04580152671755725
146,LUKE,We'll set harpoon. I'll cover for you.,0.0,0.0,1.0,0.0,"['we', 'set', 'harpoon', 'i', 'cover', 'for', 'you']",0.05343511450381679
147,LUKE,"Watch that cross fire, boys.",0.375,0.0,0.625,-0.34,"['watch', 'that', 'cross', 'fire', 'boys']",0.03816793893129771
148,LUKE,Stay tight and low.,0.412,0.0,0.588,-0.2732,"['stay', 'tight', 'and', 'low']",0.030534351145038167
149,LUKE,"Hobbie, I've been hit!",0.0,0.0,1.0,0.0,"['hobbie', 'i', 'been', 'hit']",0.030534351145038167
150,HAN,You all right?,0.0,0.0,1.0,0.0,"['you', 'all', 'right']",0.022900763358778626
151,LEIA,Why are you still here?,0.0,0.0,1.0,0.0,"['why', 'are', 'you', 'still', 'here']",0.03816793893129771
152,HAN,I heard the command center had been hit.,0.0,0.0,1.0,0.0,"['i', 'heard', 'the', 'command', 'center', 'had', 'been', 'hit']",0.061068702290076333
153,LEIA,You got your clearance to leave.,0.194,0.0,0.806,-0.0516,"['you', 'got', 'your', 'clearance', 'to', 'leave']",0.04580152671755725
154,HAN,Don't worry. I'll leave. First I'm going to get you to your ship.,0.0,0.244,0.756,0.3724,"['do', 'worry', 'i', 'leave', 'first', 'i', 'going', 'to', 'get', 'you', 'to', 'your', 'ship']",0.09923664122137404
155,THREEPIO,"Your Highness, we must take this last transport. It's our  only hope.",0.0,0.209,0.791,0.4404,"['your', 'highness', 'we', 'must', 'take', 'this', 'last', 'transport', 'it', 'our', 'only', 'hope']",0.0916030534351145
156,LEIA,Send all troops in sector twelve to the south  slope to protect the fighters.,0.076,0.165,0.759,0.34,"['send', 'all', 'troops', 'in', 'sector', 'twelve', 'to', 'the', 'south', 'slope', 'to', 'protect', 'the', 'fighters']",0.10687022900763359
157,HAN,Come on...that's it.,0.0,0.0,1.0,0.0,"['come', 'on', 'that', 'it']",0.030534351145038167
158,LEIA,Give the evacuation code signal. And get to  your transports!,0.0,0.0,1.0,0.0,"['give', 'the', 'evacuation', 'code', 'signal', 'and', 'get', 'to', 'your', 'transports']",0.07633587786259542
159,THREEPIO,Oh! Wait for me!,0.0,0.0,1.0,0.0,"['oh', 'wait', 'for', 'me']",0.030534351145038167
160,HAN,"Transport, this is Solo. Better take off -- I  can't get to you. I'll get the princess out on the Falcon.",0.0,0.132,0.868,0.4404,"['transport', 'this', 'is', 'solo', 'better', 'take', 'off', 'i', 'ca', 'get', 'to', 'you', 'i', 'get', 'the', 'princess', 'out', 'on', 'the', 'falcon']",0.15267175572519084
161,THREEPIO,But...but...but...where are you going? Uh...come back!!,0.0,0.0,1.0,0.0,"['but', 'but', 'but', 'where', 'are', 'you', 'going', 'uh', 'come', 'back']",0.07633587786259542
162,THREEPIO,Wait! Wait for me! Wait! Stop!,0.402,0.0,0.598,-0.5216,"['wait', 'wait', 'for', 'me', 'wait', 'stop']",0.04580152671755725
163,THREEPIO,How typical.,0.0,0.0,1.0,0.0,"['how', 'typical']",0.015267175572519083
164,HAN,Come on.,0.0,0.0,1.0,0.0,"['come', 'on']",0.015267175572519083
165,HAN,"Hurry up, goldenrod, or you're going to be a permanent resident!",0.0,0.0,1.0,0.0,"['hurry', 'up', 'goldenrod', 'or', 'you', 'going', 'to', 'be', 'a', 'permanent', 'resident']",0.08396946564885496
166,THREEPIO,Wait! Wait!,0.0,0.0,1.0,0.0,"['wait', 'wait']",0.015267175572519083
167,HAN,How's this?,0.0,0.0,1.0,0.0,"['how', 'this']",0.015267175572519083
168,LEIA,Would it helped if I got out and pushed?,0.0,0.0,1.0,0.0,"['would', 'it', 'helped', 'if', 'i', 'got', 'out', 'and', 'pushed']",0.06870229007633588
169,HAN,It might.,0.0,0.0,1.0,0.0,"['it', 'might']",0.015267175572519083
170,THREEPIO,"Captain Solo, Captain Solo...sir, might I suggest that  you...",0.0,0.0,1.0,0.0,"['captain', 'solo', 'captain', 'solo', 'sir', 'might', 'i', 'suggest', 'that', 'you']",0.07633587786259542
171,THREEPIO,It can wait.,0.0,0.0,1.0,0.0,"['it', 'can', 'wait']",0.022900763358778626
172,LEIA,The bucket of bolts is never going to get us past that blockade.,0.0,0.0,1.0,0.0,"['the', 'bucket', 'of', 'bolts', 'is', 'never', 'going', 'to', 'get', 'us', 'past', 'that', 'blockade']",0.09923664122137404
173,HAN,"This baby's got a few surprises left in her, sweetheart.",0.0,0.47,0.53,0.7351,"['this', 'baby', 'got', 'a', 'few', 'surprises', 'left', 'in', 'her', 'sweetheart']",0.07633587786259542
174,HAN,Come on! Come on! Switch over. Let's hope we don't have a  burnout.,0.0,0.241,0.759,0.5399,"['come', 'on', 'come', 'on', 'switch', 'over', 'let', 'hope', 'we', 'do', 'have', 'a', 'burnout']",0.09923664122137404
176,LEIA,"Someday you're going to be wrong, and I hope I'm there to see it.",0.182,0.171,0.647,-0.0516,"['someday', 'you', 'going', 'to', 'be', 'wrong', 'and', 'i', 'hope', 'i', 'there', 'to', 'see', 'it']",0.10687022900763359
177,HAN,Punch it!,0.0,0.0,1.0,0.0,"['punch', 'it']",0.015267175572519083
178,LUKE,Artoo! Get her ready for takeoff.,0.0,0.358,0.642,0.4199,"['artoo', 'get', 'her', 'ready', 'for', 'takeoff']",0.04580152671755725
179,LUKE,"Don't worry, Artoo. We're going, we're going.",0.0,0.286,0.714,0.3412,"['do', 'worry', 'artoo', 'we', 'going', 'we', 'going']",0.05343511450381679
180,LUKE,"There's nothing wrong, Artoo. I'm just setting a  new course.",0.0,0.242,0.758,0.3724,"['there', 'nothing', 'wrong', 'artoo', 'i', 'just', 'setting', 'a', 'new', 'course']",0.07633587786259542
181,LUKE,We're not going to regroup with the others.,0.0,0.0,1.0,0.0,"['we', 'not', 'going', 'to', 'regroup', 'with', 'the', 'others']",0.061068702290076333
182,LUKE,We're going to the Dagobah system.,0.0,0.0,1.0,0.0,"['we', 'going', 'to', 'the', 'dagobah', 'system']",0.04580152671755725
183,LUKE,"Yes, Artoo?",0.0,0.73,0.27,0.4019,"['yes', 'artoo']",0.015267175572519083
184,LUKE,That's all right. I'd like to keep it  on manual control for a while.,0.0,0.172,0.828,0.3612,"['that', 'all', 'right', 'i', 'like', 'to', 'keep', 'it', 'on', 'manual', 'control', 'for', 'a', 'while']",0.10687022900763359
185,HAN,I saw them! I saw them!,0.0,0.0,1.0,0.0,"['i', 'saw', 'them', 'i', 'saw', 'them']",0.04580152671755725
186,LEIA,Saw what?,0.0,0.0,1.0,0.0,"['saw', 'what']",0.015267175572519083
187,HAN,"Star Destroyers, two of them, coming right at us.",0.292,0.0,0.708,-0.5106,"['star', 'destroyers', 'two', 'of', 'them', 'coming', 'right', 'at', 'us']",0.06870229007633588
188,THREEPIO,"Sir, sir! Might I suggest...",0.0,0.0,1.0,0.0,"['sir', 'sir', 'might', 'i', 'suggest']",0.03816793893129771
189,HAN,Shut him up or shut him down!  Check the  deflector shield!,0.0,0.0,1.0,0.0,"['shut', 'him', 'up', 'or', 'shut', 'him', 'down', 'check', 'the', 'deflector', 'shield']",0.08396946564885496
190,HAN,"Oh, great. Well, we can still outmaneuver them.",0.0,0.508,0.492,0.7351,"['oh', 'great', 'well', 'we', 'can', 'still', 'outmaneuver', 'them']",0.061068702290076333
191,HAN,Prepare to make the jump to light-speed.,0.0,0.0,1.0,0.0,"['prepare', 'to', 'make', 'the', 'jump', 'to']",0.04580152671755725
192,THREEPIO,"But, sir!",0.0,0.0,1.0,0.0,"['but', 'sir']",0.015267175572519083
193,LEIA,They're getting closer!,0.0,0.0,1.0,0.0,"['they', 'getting', 'closer']",0.022900763358778626
194,HAN,Oh yeah? Watch this.,0.0,0.423,0.577,0.296,"['oh', 'yeah', 'watch', 'this']",0.030534351145038167
195,LEIA,Watch what?,0.0,0.0,1.0,0.0,"['watch', 'what']",0.015267175572519083
196,HAN,I think we're in trouble.,0.474,0.0,0.526,-0.4019,"['i', 'think', 'we', 'in', 'trouble']",0.03816793893129771
197,THREEPIO,"If I may say so, sir, I noticed earlier the hyperdrive  motivator has been damaged. It's impossible to go to light-speed!",0.151,0.0,0.849,-0.4926,"['if', 'i', 'may', 'say', 'so', 'sir', 'i', 'noticed', 'earlier', 'the', 'hyperdrive', 'motivator', 'has', 'been', 'damaged', 'it', 'impossible', 'to', 'go', 'to']",0.15267175572519084
198,HAN,We're in trouble!,0.599,0.0,0.401,-0.4574,"['we', 'in', 'trouble']",0.022900763358778626
199,HAN,Horizontal boosters...!,0.0,0.0,1.0,0.0,"['horizontal', 'boosters']",0.015267175572519083
200,HAN,Alluvial dampers...! Well that's not it.,0.0,0.324,0.676,0.3382,"['alluvial', 'dampers', 'well', 'that', 'not', 'it']",0.04580152671755725
201,HAN,Bring me the hydrospanners!,0.0,0.0,1.0,0.0,"['bring', 'me', 'the', 'hydrospanners']",0.030534351145038167
202,HAN,I don't know how we're going to get out of this one.,0.0,0.0,1.0,0.0,"['i', 'do', 'know', 'how', 'we', 'going', 'to', 'get', 'out', 'of', 'this', 'one']",0.0916030534351145
203,HAN,Oww! Chewie!,0.0,0.0,1.0,0.0,"['oww', 'chewie']",0.015267175572519083
204,HAN,That was no laser blast! Something hit us.,0.263,0.0,0.737,-0.3595,"['that', 'was', 'no', 'laser', 'blast', 'something', 'hit', 'us']",0.061068702290076333
205,LEIA,"Han, get up here!",0.0,0.0,1.0,0.0,"['han', 'get', 'up', 'here']",0.030534351145038167
206,HAN,"Come on, Chewie!",0.0,0.0,1.0,0.0,"['come', 'on', 'chewie']",0.022900763358778626
208,HAN,"Oh, no! Chewie, set two-seven-one.",0.384,0.0,0.616,-0.3595,"['oh', 'no', 'chewie', 'set']",0.030534351145038167
209,LEIA,What are you doing? You're not actually going into an asteroid  field?,0.0,0.0,1.0,0.0,"['what', 'are', 'you', 'doing', 'you', 'not', 'actually', 'going', 'into', 'an', 'asteroid', 'field']",0.0916030534351145
210,HAN,"They'd be crazy to follow us, wouldn't they?",0.255,0.0,0.745,-0.34,"['they', 'be', 'crazy', 'to', 'follow', 'us', 'would', 'they']",0.061068702290076333
211,LEIA,You don't have to do this to impress me.,0.0,0.266,0.734,0.4404,"['you', 'do', 'have', 'to', 'do', 'this', 'to', 'impress', 'me']",0.06870229007633588
212,THREEPIO,"Sir, the possibility of successfully navigating an asteroid  field is approximately three thousand, seven hundred and twenty to one.",0.0,0.151,0.849,0.4939,"['sir', 'the', 'possibility', 'of', 'successfully', 'navigating', 'an', 'asteroid', 'field', 'is', 'approximately', 'three', 'thousand', 'seven', 'hundred', 'and', 'twenty', 'to', 'one']",0.1450381679389313
213,HAN,Never tell me the odds!,0.0,0.0,1.0,0.0,"['never', 'tell', 'me', 'the', 'odds']",0.03816793893129771
214,HAN,"You said you wanted to be around when I made a mistake; well,  this could be it, sweetheart.",0.11,0.294,0.596,0.6124,"['you', 'said', 'you', 'wanted', 'to', 'be', 'around', 'when', 'i', 'made', 'a', 'mistake', 'well', 'this', 'could', 'be', 'it', 'sweetheart']",0.13740458015267176
215,LEIA,I take it back. We're going to get pulverized if we stay out  here much longer.,0.0,0.0,1.0,0.0,"['i', 'take', 'it', 'back', 'we', 'going', 'to', 'get', 'pulverized', 'if', 'we', 'stay', 'out', 'here', 'much', 'longer']",0.12213740458015267
216,HAN,I'm not going to argue with that.,0.0,0.253,0.747,0.2584,"['i', 'not', 'going', 'to', 'argue', 'with', 'that']",0.05343511450381679
218,HAN,I'm going in closer to one of the big ones.,0.0,0.0,1.0,0.0,"['i', 'going', 'in', 'closer', 'to', 'one', 'of', 'the', 'big', 'ones']",0.07633587786259542
221,THREEPIO,"Oh, this is suicide!",0.615,0.0,0.385,-0.6996,"['oh', 'this', 'is', 'suicide']",0.030534351145038167
222,HAN,There. That looks pretty good.,0.0,0.67,0.33,0.7269,"['there', 'that', 'looks', 'pretty', 'good']",0.03816793893129771
223,LEIA,What looks pretty good?,0.0,0.753,0.247,0.7269,"['what', 'looks', 'pretty', 'good']",0.030534351145038167
224,HAN,Yeah. That'll do nicely.,0.0,0.718,0.282,0.6249,"['yeah', 'that', 'do', 'nicely']",0.030534351145038167
225,THREEPIO,"Excuse me, ma'am, but where are we going?",0.0,0.141,0.859,0.0387,"['excuse', 'me', 'but', 'where', 'are', 'we', 'going']",0.05343511450381679
226,LEIA,I hope you know what you're doing.,0.0,0.367,0.633,0.4404,"['i', 'hope', 'you', 'know', 'what', 'you', 'doing']",0.05343511450381679
227,HAN,"Yeah, me too.",0.0,0.524,0.476,0.296,"['yeah', 'me', 'too']",0.022900763358778626
228,LUKE,"Yes, that's it. Dagobah.",0.0,0.474,0.526,0.4019,"['yes', 'that', 'it', 'dagobah']",0.030534351145038167
229,LUKE,"No, I'm not going to change my mind about this.   I'm not picking up any cities or technology. Massive life-form readings, though. There's something alive down there...",0.074,0.087,0.839,0.1027,"['no', 'i', 'not', 'going', 'to', 'change', 'my', 'mind', 'about', 'this', 'i', 'not', 'picking', 'up', 'any', 'cities', 'or', 'technology', 'massive', 'readings', 'though', 'there', 'something', 'alive', 'down', 'there']",0.1984732824427481
230,LUKE,"Yes, I'm sure it's perfectly safe for droids.",0.0,0.752,0.248,0.9022,"['yes', 'i', 'sure', 'it', 'perfectly', 'safe', 'for', 'droids']",0.061068702290076333
231,LUKE,"I know, I know! All the scopes are dead. I can't  see a thing! Just hang on, I'm going to start the landing cycle...",0.204,0.0,0.796,-0.7081,"['i', 'know', 'i', 'know', 'all', 'the', 'scopes', 'are', 'dead', 'i', 'ca', 'see', 'a', 'thing', 'just', 'hang', 'on', 'i', 'going', 'to', 'start', 'the', 'landing', 'cycle']",0.183206106870229
232,LUKE,"No, Artoo, you stay put. I'll have a look around.",0.216,0.0,0.784,-0.296,"['no', 'artoo', 'you', 'stay', 'put', 'i', 'have', 'a', 'look', 'around']",0.07633587786259542
234,LUKE,Artoo! Where are you?,0.0,0.0,1.0,0.0,"['artoo', 'where', 'are', 'you']",0.030534351145038167
235,LUKE,Artoo! You be more careful.,0.0,0.353,0.647,0.2926,"['artoo', 'you', 'be', 'more', 'careful']",0.03816793893129771
236,LUKE,Artoo -- that way!,0.0,0.0,1.0,0.0,"['artoo', 'that', 'way']",0.022900763358778626
238,LUKE,"Oh, no! Are you all right? Come on. You're lucky you don't taste  very good. Anything broken?",0.359,0.114,0.528,-0.7217,"['oh', 'no', 'are', 'you', 'all', 'right', 'come', 'on', 'you', 'lucky', 'you', 'do', 'taste', 'very', 'good', 'anything', 'broken']",0.1297709923664122
239,LUKE,"If you're saying coming here was a bad idea, I'm beginning to  agree with you. Oh, Artoo, what are we doing here? It's like... something out of a dream, or, I don't know. Maybe I'm just going crazy.",0.143,0.109,0.749,-0.34,"['if', 'you', 'saying', 'coming', 'here', 'was', 'a', 'bad', 'idea', 'i', 'beginning', 'to', 'agree', 'with', 'you', 'oh', 'artoo', 'what', 'are', 'we', 'doing', 'here', 'it', 'like', 'something', 'out', 'of', 'a', 'dream', 'or', 'i', 'do', 'know', 'maybe', 'i', 'just', 'going', 'crazy']",0.2900763358778626
240,VADER,"Yes, Admiral?",0.0,1.0,0.0,0.6124,"['yes', 'admiral']",0.015267175572519083
241,VADER,"Asteroids do not concern me, Admiral. I want  that ship and not excuses.",0.148,0.098,0.754,-0.1685,"['asteroids', 'do', 'not', 'concern', 'me', 'admiral', 'i', 'want', 'that', 'ship', 'and', 'not', 'excuses']",0.09923664122137404
242,HAN,I'm going to shut down everything but the emergency power  systems.,0.254,0.0,0.746,-0.5267,"['i', 'going', 'to', 'shut', 'down', 'everything', 'but', 'the', 'emergency', 'power', 'systems']",0.08396946564885496
243,THREEPIO,"Sir, I'm almost afraid to ask, but...does that include  shutting me down, too?",0.0,0.0,1.0,0.0,"['sir', 'i', 'almost', 'afraid', 'to', 'ask', 'but', 'does', 'that', 'include', 'shutting', 'me', 'down', 'too']",0.10687022900763359
244,HAN,"No, I need you to talk to the Falcon, find out what's wrong with  the hyperdrive.",0.29,0.0,0.71,-0.6486,"['no', 'i', 'need', 'you', 'to', 'talk', 'to', 'the', 'falcon', 'find', 'out', 'what', 'wrong', 'with', 'the', 'hyperdrive']",0.12213740458015267
245,THREEPIO,"Sir, it's quite possible this asteroid is not entirely  stable.",0.19,0.0,0.81,-0.2743,"['sir', 'it', 'quite', 'possible', 'this', 'asteroid', 'is', 'not', 'entirely', 'stable']",0.07633587786259542
246,HAN,"Not entirely stable? I'm glad you're here to tell us these  things.  Chewie, take the professor in the back and plug him into the hyperdrive.",0.074,0.115,0.811,0.2867,"['not', 'entirely', 'stable', 'i', 'glad', 'you', 'here', 'to', 'tell', 'us', 'these', 'things', 'chewie', 'take', 'the', 'professor', 'in', 'the', 'back', 'and', 'plug', 'him', 'into', 'the', 'hyperdrive']",0.19083969465648856
247,THREEPIO,"Oh! Sometimes I just don't understand human behavior. After  all, I'm only trying to do my job in the most...",0.0,0.0,1.0,0.0,"['oh', 'sometimes', 'i', 'just', 'do', 'understand', 'human', 'behavior', 'after', 'all', 'i', 'only', 'trying', 'to', 'do', 'my', 'job', 'in', 'the', 'most']",0.15267175572519084
248,LEIA,Let go.,0.0,0.0,1.0,0.0,"['let', 'go']",0.015267175572519083
250,LEIA,"Let go, please.",0.0,0.535,0.465,0.3182,"['let', 'go', 'please']",0.022900763358778626
251,HAN,Don't get excited.,0.504,0.0,0.496,-0.2584,"['do', 'get', 'excited']",0.022900763358778626
252,LEIA,"Captain, being held by you isn't quite enough to get me excited.",0.0,0.179,0.821,0.34,"['captain', 'being', 'held', 'by', 'you', 'is', 'quite', 'enough', 'to', 'get', 'me', 'excited']",0.0916030534351145
253,HAN,"Sorry, sweetheart. We haven't got time for anything else.",0.103,0.341,0.556,0.6124,"['sorry', 'sweetheart', 'we', 'have', 'got', 'time', 'for', 'anything', 'else']",0.06870229007633588
254,LUKE,Ready for some power? Okay. Let's see now. Put that in there.  There you go.,0.0,0.253,0.747,0.5267,"['ready', 'for', 'some', 'power', 'okay', 'let', 'see', 'now', 'put', 'that', 'in', 'there', 'there', 'you', 'go']",0.11450381679389313
255,LUKE,Now all I have to do is find this Yoda...if he even  exists.,0.0,0.0,1.0,0.0,"['now', 'all', 'i', 'have', 'to', 'do', 'is', 'find', 'this', 'yoda', 'if', 'he', 'even', 'exists']",0.10687022900763359
256,LUKE,Still...there's something familiar about this place. I feel  like...I don't know...,0.0,0.0,1.0,0.0,"['still', 'there', 'something', 'familiar', 'about', 'this', 'place', 'i', 'feel', 'like', 'i', 'do', 'know']",0.09923664122137404
257,LUKE,Like we're being watched!,0.0,0.482,0.518,0.4199,"['like', 'we', 'being', 'watched']",0.030534351145038167
258,LUKE,I'm looking for someone.,0.0,0.0,1.0,0.0,"['i', 'looking', 'for', 'someone']",0.030534351145038167
260,LUKE,I don't think so. I'm looking for a great warrior.,0.0,0.369,0.631,0.6249,"['i', 'do', 'think', 'so', 'i', 'looking', 'for', 'a', 'great', 'warrior']",0.07633587786259542
261,LUKE,Put that down. Hey! That's my dinner.,0.0,0.0,1.0,0.0,"['put', 'that', 'down', 'hey', 'that', 'my', 'dinner']",0.05343511450381679
262,LUKE,"Listen, friend, we didn't mean to land in that puddle, and if we  could get our ship out, we would, but we can't, so why don't you just...",0.0,0.072,0.928,0.2732,"['listen', 'friend', 'we', 'did', 'mean', 'to', 'land', 'in', 'that', 'puddle', 'and', 'if', 'we', 'could', 'get', 'our', 'ship', 'out', 'we', 'would', 'but', 'we', 'ca', 'so', 'why', 'do', 'you', 'just']",0.21374045801526717
263,LUKE,"Hey, you could have broken this. Don't do that. Ohhh...you're  making a mess. Hey, give me that!",0.296,0.0,0.704,-0.7088,"['hey', 'you', 'could', 'have', 'broken', 'this', 'do', 'do', 'that', 'ohhh', 'you', 'making', 'a', 'mess', 'hey', 'give', 'me', 'that']",0.13740458015267176
